Partner,,HS Code,Product,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,Period/Period %  Change (Value),Reporter Code,Partner Code,Product Code,
United Kingdom,3,203210000,"SWN CARC,FZ",0,0,161,0,0,8,0,0,109,0,,US,UK,203210000,
United Kingdom,4,203221000,"HM,SH,PRC,FZ",0,0,0,28,0,0,0,0,0,0,,US,UK,203221000,
Macau,1,203294000,"SWN MT, FRZ",95,105,0,120,214,0,91,318,631,708,12,US,MC,203294000,
Macau,2,203229000,"HM/SH,X PRC,FRZ",0,0,0,0,7,0,0,0,22,0,,US,MC,203229000,
Macau,3,203292000,"SWN MT,NE,PRC,FZ",0,0,0,0,0,0,0,0,27,0,,US,MC,203292000,
Palau,1,203292000,"SWN MT,NE,PRC,FZ",36,209,303,574,440,298,407,259,283,297,5,US,PS,203292000,
Palau,2,203294000,"SWN MT, FRZ",82,10,21,27,0,119,146,79,156,206,33,US,PS,203294000,
Palau,3,203221000,"HM,SH,PRC,FZ",0,88,123,160,188,166,252,135,160,155,-3,US,PS,203221000,
Palau,4,203229000,"HM/SH,X PRC,FRZ",42,8,0,0,20,0,0,10,6,43,670,US,PS,203229000,
Palau,5,203210000,"SWN CARC,FZ",0,0,0,32,0,3,0,0,0,0,,US,PS,203210000,
Bermuda,1,203292000,"SWN MT,NE,PRC,FZ",16,13,34,44,101,597,406,579,393,475,21,US,BD,203292000,
Bermuda,2,203294000,"SWN MT, FRZ",97,26,23,45,333,167,166,292,229,212,-8,US,BD,203294000,
Bermuda,3,203229000,"HM/SH,X PRC,FRZ",29,7,15,3,0,0,6,9,7,6,-13,US,BD,203229000,
Bermuda,4,203210000,"SWN CARC,FZ",0,0,0,0,0,0,6,0,0,0,,US,BD,203210000,
Bermuda,5,203221000,"HM,SH,PRC,FZ",0,0,0,0,10,0,0,0,0,0,,US,BD,203221000,
Samoa,1,203292000,"SWN MT,NE,PRC,FZ",27,201,281,372,615,275,432,554,599,324,-46,US,WS,203292000,
Samoa,2,203221000,"HM,SH,PRC,FZ",0,63,82,108,120,160,185,208,153,178,16,US,WS,203221000,
Samoa,3,203294000,"SWN MT, FRZ",130,19,27,42,3,81,43,47,174,85,-51,US,WS,203294000,
Samoa,4,203210000,"SWN CARC,FZ",0,0,0,0,0,0,0,0,0,4,,US,WS,203210000,
Samoa,5,203229000,"HM/SH,X PRC,FRZ",77,34,8,3,0,25,0,0,0,0,,US,WS,203229000,
North Macedonia,1,203294000,"SWN MT, FRZ",0,0,281,155,0,"2,123",0,0,88,554,528,US,MK,203294000,
North Macedonia,2,203229000,"HM/SH,X PRC,FRZ",0,0,0,0,0,73,0,0,0,0,,US,MK,203229000,
North Macedonia,3,203292000,"SWN MT,NE,PRC,FZ",0,0,0,0,0,693,0,0,0,0,,US,MK,203292000,
Ecuador,1,203294000,"SWN MT, FRZ","3,256",514,797,931,669,823,717,829,458,408,-11,US,EC,203294000,
Ecuador,2,203221000,"HM,SH,PRC,FZ",0,0,0,0,0,0,0,0,0,67,,US,EC,203221000,
Ecuador,3,203229000,"HM/SH,X PRC,FRZ",798,15,45,125,276,116,235,318,311,44,-86,US,EC,203229000,
Ecuador,4,203292000,"SWN MT,NE,PRC,FZ",44,0,104,212,206,137,122,0,36,33,-8,US,EC,203292000,
Ecuador,5,203210000,"SWN CARC,FZ",47,0,0,10,0,29,38,0,0,0,,US,EC,203210000,
"Other Pacific Islands, NEC(*)",1,203292000,"SWN MT,NE,PRC,FZ",3,28,49,175,300,189,226,91,253,326,29,US,Z7,203292000,
"Other Pacific Islands, NEC(*)",2,203294000,"SWN MT, FRZ",34,219,247,122,20,3,11,0,72,177,145,US,Z7,203294000,
"Other Pacific Islands, NEC(*)",3,203221000,"HM,SH,PRC,FZ",0,26,8,21,57,4,19,3,12,19,59,US,Z7,203221000,
"Other Pacific Islands, NEC(*)",4,203229000,"HM/SH,X PRC,FRZ",29,6,22,32,0,0,0,0,0,0,,US,Z7,203229000,
Haiti,1,203294000,"SWN MT, FRZ",534,199,486,463,287,504,281,639,413,360,-13,US,HA,203294000,
Haiti,2,203229000,"HM/SH,X PRC,FRZ",38,53,125,196,68,86,110,117,129,133,3,US,HA,203229000,
Haiti,3,203292000,"SWN MT,NE,PRC,FZ",338,204,50,22,26,20,3,12,4,24,445,US,HA,203292000,
Haiti,4,203210000,"SWN CARC,FZ",0,0,0,12,7,32,0,0,24,0,,US,HA,203210000,
Haiti,5,203221000,"HM,SH,PRC,FZ",292,138,70,19,11,10,4,18,18,0,,US,HA,203221000,
"Gambia, The",1,203294000,"SWN MT, FRZ",0,0,8,12,0,0,0,0,0,418,,US,GA,203294000,
"Gambia, The",2,203210000,"SWN CARC,FZ",0,0,60,16,0,0,0,0,0,0,,US,GA,203210000,
South Africa,1,203294000,"SWN MT, FRZ",40,0,83,109,0,3,0,27,596,340,-43,US,SF,203294000,
South Africa,2,203229000,"HM/SH,X PRC,FRZ",0,0,0,0,0,0,21,0,0,0,,US,SF,203229000,
South Africa,3,203292000,"SWN MT,NE,PRC,FZ",0,206,10,121,5,54,0,32,18,0,,US,SF,203292000,
Gabon,1,203294000,"SWN MT, FRZ",0,0,140,0,126,257,228,246,266,231,-13,US,GB,203294000,
Gabon,2,203229000,"HM/SH,X PRC,FRZ",0,0,0,0,0,0,88,105,0,92,,US,GB,203229000,
Gabon,3,203292000,"SWN MT,NE,PRC,FZ",0,0,0,0,31,0,0,0,0,0,,US,GB,203292000,
Italy(*),1,203294000,"SWN MT, FRZ",81,85,216,142,163,11,124,118,0,196,,US,IT,203294000,
Italy(*),2,203292000,"SWN MT,NE,PRC,FZ",0,253,29,86,98,101,115,47,19,52,171,US,IT,203292000,
Italy(*),3,203210000,"SWN CARC,FZ",0,74,0,0,0,0,5,0,0,0,,US,IT,203210000,
Italy(*),4,203221000,"HM,SH,PRC,FZ",0,19,0,0,0,3,0,3,0,0,,US,IT,203221000,
Italy(*),5,203229000,"HM/SH,X PRC,FRZ",0,0,0,0,0,0,3,0,0,0,,US,IT,203229000,
Angola,1,203292000,"SWN MT,NE,PRC,FZ",0,0,0,0,0,34,247,172,162,122,-25,US,AO,203292000,
Angola,2,203294000,"SWN MT, FRZ",0,0,374,0,20,20,0,20,51,80,58,US,AO,203294000,
Angola,3,203221000,"HM,SH,PRC,FZ",0,0,0,0,0,0,0,0,128,43,-66,US,AO,203221000,
United Arab Emirates,1,203292000,"SWN MT,NE,PRC,FZ",168,529,4,136,364,161,151,"2,840",590,222,-62,US,AE,203292000,
United Arab Emirates,2,203229000,"HM/SH,X PRC,FRZ",29,53,19,20,3,23,0,0,11,10,-7,US,AE,203229000,
United Arab Emirates,3,203294000,"SWN MT, FRZ",116,640,551,781,698,344,355,13,30,3,-90,US,AE,203294000,
United Arab Emirates,4,203210000,"SWN CARC,FZ",0,0,4,0,3,0,0,0,0,0,,US,AE,203210000,
United Arab Emirates,5,203221000,"HM,SH,PRC,FZ",0,52,0,0,28,6,26,8,0,0,,US,AE,203221000,
Congo (Kinshasa),1,203229000,"HM/SH,X PRC,FRZ",0,0,0,0,0,0,0,0,0,225,,US,CG,203229000,
Congo (Kinshasa),2,203294000,"SWN MT, FRZ",0,0,225,0,0,0,0,0,0,0,,US,CG,203294000,
Iraq,1,203294000,"SWN MT, FRZ",0,20,0,0,0,0,0,8,26,198,651,US,IZ,203294000,
Iraq,2,203292000,"SWN MT,NE,PRC,FZ",0,0,0,0,0,0,0,43,0,10,,US,IZ,203292000,
Iraq,3,203210000,"SWN CARC,FZ",0,0,0,0,0,0,0,0,43,0,,US,IZ,203210000,
Egypt,1,203294000,"SWN MT, FRZ",75,86,63,38,58,0,8,54,153,113,-26,US,EG,203294000,
Egypt,2,203292000,"SWN MT,NE,PRC,FZ",74,39,51,24,37,0,4,104,88,90,2,US,EG,203292000,
Egypt,3,203221000,"HM,SH,PRC,FZ",19,26,53,10,24,0,0,19,0,0,,US,EG,203221000,
Egypt,4,203229000,"HM/SH,X PRC,FRZ",20,5,0,0,0,0,0,6,0,0,,US,EG,203229000,
Qatar,1,203292000,"SWN MT,NE,PRC,FZ",0,0,0,0,0,0,0,0,0,186,,US,QA,203292000,
Qatar,2,203294000,"SWN MT, FRZ",0,0,0,152,0,0,0,0,0,0,,US,QA,203294000,
Sierra Leone,1,203294000,"SWN MT, FRZ",0,0,0,0,0,0,0,0,32,178,454,US,SL,203294000,
Sierra Leone,2,203210000,"SWN CARC,FZ",0,0,0,6,0,0,0,0,0,0,,US,SL,203210000,
Oman,1,203294000,"SWN MT, FRZ",0,0,0,0,0,0,0,0,120,156,30,US,MU,203294000,
Oman,2,203292000,"SWN MT,NE,PRC,FZ",0,12,0,36,0,0,16,0,0,0,,US,MU,203292000,
France(*),1,203294000,"SWN MT, FRZ",19,7,14,14,0,0,0,0,0,154,,US,FR,203294000,
France(*),2,203210000,"SWN CARC,FZ",0,6,34,0,3,0,0,0,0,0,,US,FR,203210000,
France(*),3,203292000,"SWN MT,NE,PRC,FZ",0,0,0,0,3,0,0,0,0,0,,US,FR,203292000,
Venezuela,1,203294000,"SWN MT, FRZ",0,0,0,0,17,4,4,477,423,98,-77,US,VE,203294000,
Venezuela,2,203292000,"SWN MT,NE,PRC,FZ",7,0,0,0,26,0,0,28,63,39,-38,US,VE,203292000,
Venezuela,3,203221000,"HM,SH,PRC,FZ",0,0,0,0,0,0,12,0,25,17,-34,US,VE,203221000,
Venezuela,4,203210000,"SWN CARC,FZ",0,0,0,7,0,0,0,3,0,0,,US,VE,203210000,
Suriname,1,203294000,"SWN MT, FRZ",10,16,8,11,15,48,42,295,25,128,417,US,NS,203294000,
Suriname,2,203292000,"SWN MT,NE,PRC,FZ",0,0,0,27,0,3,37,23,59,12,-80,US,NS,203292000,
Suriname,3,203210000,"SWN CARC,FZ",0,6,0,13,0,0,7,0,62,0,,US,NS,203210000,
Suriname,4,203221000,"HM,SH,PRC,FZ",0,0,3,4,0,9,9,25,0,0,,US,NS,203221000,
Suriname,5,203229000,"HM/SH,X PRC,FRZ",9,0,10,15,25,34,16,28,5,0,,US,NS,203229000,
Denmark,1,203294000,"SWN MT, FRZ",81,25,22,18,115,0,0,34,0,90,,US,D1,203294000,
Denmark,2,203292000,"SWN MT,NE,PRC,FZ",0,47,13,18,59,0,0,0,0,0,,US,D1,203292000,
Congo (Brazzaville),1,203229000,"HM/SH,X PRC,FRZ",0,0,0,29,0,54,0,0,0,87,,US,CF,203229000,
Congo (Brazzaville),2,203292000,"SWN MT,NE,PRC,FZ",0,0,0,0,25,0,0,0,0,0,,US,CF,203292000,
Congo (Brazzaville),3,203294000,"SWN MT, FRZ",0,0,125,0,62,54,0,0,0,0,,US,CF,203294000,
Equatorial Guinea,1,203294000,"SWN MT, FRZ",255,301,296,137,156,93,153,195,80,83,5,US,EK,203294000,
Equatorial Guinea,2,203221000,"HM,SH,PRC,FZ",3,23,0,0,28,11,0,0,0,0,,US,EK,203221000,
Equatorial Guinea,3,203229000,"HM/SH,X PRC,FRZ",5,0,0,0,0,0,0,0,0,0,,US,EK,203229000,
Equatorial Guinea,4,203292000,"SWN MT,NE,PRC,FZ",8,0,5,35,4,57,3,4,0,0,,US,EK,203292000,
Turkey,1,203294000,"SWN MT, FRZ",0,53,0,0,0,0,7,0,25,80,226,US,TU,203294000,
Turkey,2,203210000,"SWN CARC,FZ",0,0,0,0,0,0,0,13,3,0,,US,TU,203210000,
Spain,1,203294000,"SWN MT, FRZ",68,436,169,113,42,3,8,21,0,53,,US,SP,203294000,
Spain,2,203292000,"SWN MT,NE,PRC,FZ",193,103,88,200,92,0,15,5,21,17,-21,US,SP,203292000,
Spain,3,203210000,"SWN CARC,FZ",0,0,0,61,0,0,8,0,0,0,,US,SP,203210000,
Spain,4,203221000,"HM,SH,PRC,FZ",0,11,0,0,0,0,0,0,0,0,,US,SP,203221000,
Spain,5,203229000,"HM/SH,X PRC,FRZ",272,0,0,0,3,0,0,0,5,0,,US,SP,203229000,
Cambodia,1,203294000,"SWN MT, FRZ",30,0,0,191,65,35,0,5,136,68,-50,US,CB,203294000,
Cambodia,2,203229000,"HM/SH,X PRC,FRZ",0,0,0,3,4,22,0,0,0,0,,US,CB,203229000,
Cambodia,3,203292000,"SWN MT,NE,PRC,FZ",0,0,0,0,0,18,0,0,0,0,,US,CB,203292000,
Saudi Arabia,1,203292000,"SWN MT,NE,PRC,FZ",0,0,0,0,0,0,0,386,135,65,-52,US,SA,203292000,
Saudi Arabia,2,203210000,"SWN CARC,FZ",0,0,0,0,4,0,0,0,0,0,,US,SA,203210000,
Saudi Arabia,3,203294000,"SWN MT, FRZ",0,0,0,0,0,0,0,335,133,0,,US,SA,203294000,
Somalia,1,203292000,"SWN MT,NE,PRC,FZ",0,0,0,0,10,0,0,0,0,52,,US,SO,203292000,
Somalia,2,203294000,"SWN MT, FRZ",0,0,0,0,3,0,0,0,0,0,,US,SO,203294000,
Argentina,1,203292000,"SWN MT,NE,PRC,FZ",0,0,0,0,0,0,4,0,0,25,,US,AR,203292000,
Argentina,2,203294000,"SWN MT, FRZ",0,0,25,55,31,0,4,35,32,17,-45,US,AR,203294000,
Argentina,3,203221000,"HM,SH,PRC,FZ",0,0,0,0,0,0,0,0,0,6,,US,AR,203221000,
Argentina,4,203229000,"HM/SH,X PRC,FRZ",0,0,0,0,0,0,0,0,0,3,,US,AR,203229000,
Argentina,5,203210000,"SWN CARC,FZ",0,0,0,8,8,0,36,0,0,0,,US,AR,203210000,
Mauritius,1,203294000,"SWN MT, FRZ",0,0,0,0,0,0,0,0,36,29,-19,US,MP,203294000,
Mauritius,2,203229000,"HM/SH,X PRC,FRZ",0,0,0,0,0,0,0,0,0,8,,US,MP,203229000,
French Guiana,1,203292000,"SWN MT,NE,PRC,FZ",0,0,0,0,0,0,0,0,0,32,,US,FG,203292000,
Jamaica,1,203210000,"SWN CARC,FZ",0,0,15,0,7,0,22,0,0,18,,US,JM,203210000,
Jamaica,2,203294000,"SWN MT, FRZ",142,36,170,14,20,40,31,99,424,14,-97,US,JM,203294000,
Jamaica,3,203229000,"HM/SH,X PRC,FRZ",0,0,0,0,0,0,0,6,3,0,,US,JM,203229000,
Jamaica,4,203292000,"SWN MT,NE,PRC,FZ",0,8,0,28,89,36,0,9,64,0,,US,JM,203292000,
Senegal,1,203294000,"SWN MT, FRZ",0,0,0,0,0,0,0,4,26,26,,US,SG,203294000,
Greece,1,203292000,"SWN MT,NE,PRC,FZ",0,3,4,10,24,0,0,6,4,16,265,US,GR,203292000,
Greece,2,203294000,"SWN MT, FRZ",3,30,0,0,13,4,33,0,0,6,,US,GR,203294000,
Greece,3,203229000,"HM/SH,X PRC,FRZ",0,0,0,71,0,0,0,0,5,0,,US,GR,203229000,
Morocco,1,203294000,"SWN MT, FRZ",0,0,0,0,0,0,0,52,0,18,,US,MO,203294000,
Namibia,1,203294000,"SWN MT, FRZ",269,0,0,0,0,0,0,0,0,10,,US,WA,203294000,
Namibia,2,203229000,"HM/SH,X PRC,FRZ",0,0,0,0,0,0,0,0,0,5,,US,WA,203229000,
Namibia,3,203292000,"SWN MT,NE,PRC,FZ",0,0,0,53,0,0,0,0,0,0,,US,WA,203292000,
Seychelles,1,203294000,"SWN MT, FRZ",11,0,0,17,9,0,0,0,13,15,17,US,SE,203294000,
Seychelles,2,203210000,"SWN CARC,FZ",0,0,0,4,0,0,0,0,0,0,,US,SE,203210000,
Seychelles,3,203292000,"SWN MT,NE,PRC,FZ",0,0,4,0,0,0,0,0,0,0,,US,SE,203292000,
Bahrain,1,203294000,"SWN MT, FRZ",25,50,89,62,15,0,67,3,33,14,-57,US,BA,203294000,
Bahrain,2,203292000,"SWN MT,NE,PRC,FZ",3,10,20,9,18,10,0,399,0,0,,US,BA,203292000,
Djibouti,1,203294000,"SWN MT, FRZ",0,3,6,16,0,11,32,29,28,14,-51,US,DJ,203294000,
Djibouti,2,203229000,"HM/SH,X PRC,FRZ",0,0,0,0,0,0,0,0,6,0,,US,DJ,203229000,
Djibouti,3,203292000,"SWN MT,NE,PRC,FZ",0,0,0,5,0,0,3,0,0,0,,US,DJ,203292000,
Uruguay,1,203229000,"HM/SH,X PRC,FRZ",0,0,0,0,0,0,0,0,12,7,-42,US,UY,203229000,
Uruguay,2,203294000,"SWN MT, FRZ",43,21,24,72,60,215,5,12,9,4,-61,US,UY,203294000,
Uruguay,3,203292000,"SWN MT,NE,PRC,FZ",0,3,13,7,24,13,4,3,11,0,,US,UY,203292000,
India,1,203292000,"SWN MT,NE,PRC,FZ",0,0,8,0,0,4,0,0,11,6,-49,US,IN,203292000,
Kazakhstan,1,203294000,"SWN MT, FRZ",0,0,0,0,91,0,0,0,0,6,,US,KZ,203294000,
Georgia,1,203294000,"SWN MT, FRZ",311,204,670,27,454,677,51,0,0,3,,US,GG,203294000,
Georgia,2,203221000,"HM,SH,PRC,FZ",0,0,0,0,0,200,0,0,0,0,,US,GG,203221000,
Georgia,3,203229000,"HM/SH,X PRC,FRZ",0,0,0,0,0,206,0,0,0,0,,US,GG,203229000,
Georgia,4,203292000,"SWN MT,NE,PRC,FZ",0,0,516,0,0,0,0,0,0,0,,US,GG,203292000,
Thailand,1,203294000,"SWN MT, FRZ",0,0,15,0,0,0,0,0,26,3,-89,US,TH,203294000,
Thailand,2,203210000,"SWN CARC,FZ",0,0,0,0,4,0,0,0,0,0,,US,TH,203210000,
Thailand,3,203292000,"SWN MT,NE,PRC,FZ",0,12,37,0,31,69,16,24,29,0,,US,TH,203292000,
Sri Lanka,1,203229000,"HM/SH,X PRC,FRZ",0,0,0,0,0,0,0,0,0,3,,US,CE,203229000,
Sri Lanka,2,203292000,"SWN MT,NE,PRC,FZ",0,0,0,0,0,3,10,11,0,0,,US,CE,203292000,
Afghanistan,1,203221000,"HM,SH,PRC,FZ",7,0,0,0,0,5,0,45,0,0,,US,AF,203221000,
Afghanistan,2,203292000,"SWN MT,NE,PRC,FZ",18,52,0,0,0,0,0,0,0,0,,US,AF,203292000,
Afghanistan,3,203294000,"SWN MT, FRZ",0,0,0,18,0,0,0,0,0,0,,US,AF,203294000,
Azerbaijan,1,203292000,"SWN MT,NE,PRC,FZ",0,0,26,0,0,0,0,0,0,0,,US,AJ,203292000,
Azerbaijan,2,203294000,"SWN MT, FRZ",0,0,0,31,0,0,0,0,0,0,,US,AJ,203294000,
Albania,1,203221000,"HM,SH,PRC,FZ",0,0,0,0,0,77,0,0,40,0,,US,AL,203221000,
Albania,2,203229000,"HM/SH,X PRC,FRZ",0,0,149,25,92,447,0,105,0,0,,US,AL,203229000,
Albania,3,203292000,"SWN MT,NE,PRC,FZ",245,0,0,0,0,"1,515",0,0,0,0,,US,AL,203292000,
Albania,4,203294000,"SWN MT, FRZ",507,693,"1,324",869,992,"1,290",31,0,62,0,,US,AL,203294000,
Armenia,1,203292000,"SWN MT,NE,PRC,FZ",0,0,109,0,0,0,0,0,0,0,,US,AM,203292000,
Austria,1,203294000,"SWN MT, FRZ",0,58,11,0,67,0,0,0,0,0,,US,AU,203294000,
Bangladesh,1,203292000,"SWN MT,NE,PRC,FZ",0,15,0,0,0,0,0,0,0,0,,US,BG,203292000,
Bolivia,1,203292000,"SWN MT,NE,PRC,FZ",0,0,0,0,0,0,0,0,3,0,,US,BL,203292000,
Bolivia,2,203294000,"SWN MT, FRZ",0,0,0,0,0,0,0,77,0,0,,US,BL,203294000,
Burma,1,203221000,"HM,SH,PRC,FZ",0,0,12,0,0,0,0,0,0,0,,US,BM,203221000,
Burma,2,203292000,"SWN MT,NE,PRC,FZ",133,0,9,21,0,0,0,0,0,0,,US,BM,203292000,
Burma,3,203294000,"SWN MT, FRZ",12,17,3,260,15,0,0,0,0,0,,US,BM,203294000,
Brazil,1,203210000,"SWN CARC,FZ",0,8,0,7,12,3,0,0,0,0,,US,BR,203210000,
Brazil,2,203229000,"HM/SH,X PRC,FRZ",0,0,0,0,0,0,0,47,0,0,,US,BR,203229000,
Brazil,3,203292000,"SWN MT,NE,PRC,FZ",0,8,4,11,15,5,0,4,7,0,,US,BR,203292000,
Brazil,4,203294000,"SWN MT, FRZ",3,0,6,65,0,0,0,0,3,0,,US,BR,203294000,
Bulgaria,1,203229000,"HM/SH,X PRC,FRZ",0,0,0,0,33,0,0,0,0,0,,US,BU,203229000,
Bulgaria,2,203294000,"SWN MT, FRZ",0,0,0,0,38,37,0,0,0,0,,US,BU,203294000,
Central African Republic,1,203292000,"SWN MT,NE,PRC,FZ",0,0,0,0,0,0,0,36,0,0,,US,CT,203292000,
Cyprus,1,203294000,"SWN MT, FRZ",0,0,0,0,0,4,0,0,0,0,,US,CY,203294000,
Ireland,1,203292000,"SWN MT,NE,PRC,FZ",0,0,3,0,4,6,0,0,0,0,,US,EI,203292000,
Ireland,2,203294000,"SWN MT, FRZ",788,0,0,9,17,0,0,0,0,0,,US,EI,203294000,
Estonia,1,203294000,"SWN MT, FRZ",0,0,0,0,29,0,0,0,0,0,,US,EN,203294000,
Eritrea,1,203221000,"HM,SH,PRC,FZ",11,0,0,0,0,0,0,0,0,0,,US,ER,203221000,
Eritrea,2,203229000,"HM/SH,X PRC,FRZ",15,0,0,0,0,0,0,0,0,0,,US,ER,203229000,
Eritrea,3,203294000,"SWN MT, FRZ",25,0,0,0,0,0,0,0,0,0,,US,ER,203294000,
Ethiopia(*),1,203294000,"SWN MT, FRZ",0,0,0,0,0,3,0,0,0,0,,US,ET,203294000,
Czech Republic,1,203292000,"SWN MT,NE,PRC,FZ",0,0,0,0,0,50,0,0,0,0,,US,EZ,203292000,
Finland,1,203292000,"SWN MT,NE,PRC,FZ",0,0,0,0,0,11,0,0,0,0,,US,FI,203292000,
Ghana,1,203210000,"SWN CARC,FZ",0,0,0,0,6,6,0,0,0,0,,US,GH,203210000,
Ghana,2,203229000,"HM/SH,X PRC,FRZ",0,0,0,0,0,0,26,0,0,0,,US,GH,203229000,
Ghana,3,203294000,"SWN MT, FRZ",0,13,3,7,0,0,0,0,0,0,,US,GH,203294000,
Greenland,1,203292000,"SWN MT,NE,PRC,FZ",0,0,0,0,0,0,0,0,14,0,,US,GL,203292000,
Germany,1,203210000,"SWN CARC,FZ",517,14,0,0,0,0,0,34,329,0,,US,GM,203210000,
Germany,2,203221000,"HM,SH,PRC,FZ",0,0,3,0,0,0,0,9,0,0,,US,GM,203221000,
Germany,3,203229000,"HM/SH,X PRC,FRZ",3,0,0,0,11,0,0,0,0,0,,US,GM,203229000,
Germany,4,203292000,"SWN MT,NE,PRC,FZ","1,234",917,15,390,0,0,101,0,340,0,,US,GM,203292000,
Germany,5,203294000,"SWN MT, FRZ",589,824,405,371,126,13,0,"1,075","1,556",0,,US,GM,203294000,
Guinea,1,203221000,"HM,SH,PRC,FZ",0,0,32,3,0,0,0,0,0,0,,US,GV,203221000,
Guinea,2,203292000,"SWN MT,NE,PRC,FZ",0,0,19,28,0,0,0,0,0,0,,US,GV,203292000,
Guinea,3,203294000,"SWN MT, FRZ",4,9,0,36,3,0,0,0,0,0,,US,GV,203294000,
Hungary,1,203210000,"SWN CARC,FZ",0,0,0,8,0,0,0,0,0,0,,US,HU,203210000,
Iceland,1,203221000,"HM,SH,PRC,FZ",0,5,0,0,0,0,0,0,0,0,,US,IC,203221000,
Iceland,2,203229000,"HM/SH,X PRC,FRZ",0,5,0,0,0,0,0,0,0,0,,US,IC,203229000,
Iceland,3,203292000,"SWN MT,NE,PRC,FZ",0,0,0,0,9,0,13,0,0,0,,US,IC,203292000,
Iceland,4,203294000,"SWN MT, FRZ",0,3,0,3,9,0,0,0,0,0,,US,IC,203294000,
Israel(*),1,203210000,"SWN CARC,FZ",0,0,9,0,0,0,0,0,0,0,,US,IS,203210000,
Israel(*),2,203221000,"HM,SH,PRC,FZ",0,0,0,7,0,3,18,0,0,0,,US,IS,203221000,
Israel(*),3,203229000,"HM/SH,X PRC,FRZ",6,0,0,5,7,0,20,0,0,0,,US,IS,203229000,
Israel(*),4,203292000,"SWN MT,NE,PRC,FZ",0,17,0,8,3,31,74,4,3,0,,US,IS,203292000,
Israel(*),5,203294000,"SWN MT, FRZ",96,3,50,13,0,43,86,14,0,0,,US,IS,203294000,
Cote d'Ivoire,1,203229000,"HM/SH,X PRC,FRZ",0,0,0,0,0,36,0,0,0,0,,US,IV,203229000,
Cote d'Ivoire,2,203292000,"SWN MT,NE,PRC,FZ",0,0,0,0,40,0,0,0,0,0,,US,IV,203292000,
Jordan,1,203292000,"SWN MT,NE,PRC,FZ",0,130,0,0,4,0,0,0,0,0,,US,JO,203292000,
Jordan,2,203294000,"SWN MT, FRZ",186,5,0,0,3,0,0,0,10,0,,US,JO,203294000,
Kenya,1,203292000,"SWN MT,NE,PRC,FZ",0,8,0,0,0,0,0,0,0,0,,US,KE,203292000,
Kuwait,1,203294000,"SWN MT, FRZ",0,27,0,0,0,21,0,0,0,0,,US,KU,203294000,
Kosovo,1,203294000,"SWN MT, FRZ",0,77,0,0,0,0,0,0,0,0,,US,KV,203294000,
Lebanon,1,203210000,"SWN CARC,FZ",11,6,0,0,0,0,0,0,0,0,,US,LE,203210000,
Lebanon,2,203292000,"SWN MT,NE,PRC,FZ",0,0,113,68,0,0,0,0,0,0,,US,LE,203292000,
Lebanon,3,203294000,"SWN MT, FRZ",0,0,16,0,0,9,49,0,0,0,,US,LE,203294000,
Lithuania,1,203229000,"HM/SH,X PRC,FRZ",105,0,0,0,0,0,0,0,0,0,,US,LH,203229000,
Lithuania,2,203292000,"SWN MT,NE,PRC,FZ",322,0,0,0,0,0,0,0,0,0,,US,LH,203292000,
Liberia,1,203294000,"SWN MT, FRZ",0,54,0,0,0,0,0,0,0,0,,US,LI,203294000,
Moldova,1,203292000,"SWN MT,NE,PRC,FZ",0,0,0,0,61,0,0,0,0,0,,US,MD,203292000,
Moldova,2,203294000,"SWN MT, FRZ",0,0,0,0,175,193,0,0,0,0,,US,MD,203294000,
Malta,1,203294000,"SWN MT, FRZ",10,0,0,0,0,0,0,0,0,0,,US,MT,203294000,
Mozambique,1,203229000,"HM/SH,X PRC,FRZ",0,0,0,0,0,48,125,0,0,0,,US,MZ,203229000,
Mozambique,2,203292000,"SWN MT,NE,PRC,FZ",0,0,0,0,0,0,39,0,54,0,,US,MZ,203292000,
Mozambique,3,203294000,"SWN MT, FRZ",0,0,0,0,0,43,0,0,0,0,,US,MZ,203294000,
Nigeria,1,203210000,"SWN CARC,FZ",0,6,0,0,0,0,0,0,0,0,,US,NI,203210000,
Nigeria,2,203229000,"HM/SH,X PRC,FRZ",0,8,7,9,10,0,0,0,0,0,,US,NI,203229000,
Nigeria,3,203292000,"SWN MT,NE,PRC,FZ",0,0,41,0,11,0,0,0,0,0,,US,NI,203292000,
Nigeria,4,203294000,"SWN MT, FRZ",0,16,13,6,55,0,0,0,0,0,,US,NI,203294000,
Norway(*),1,203210000,"SWN CARC,FZ",0,0,0,0,0,5,0,0,0,0,,US,NO,203210000,
Norway(*),2,203294000,"SWN MT, FRZ",18,0,0,12,0,0,0,0,0,0,,US,NO,203294000,
Paraguay,1,203292000,"SWN MT,NE,PRC,FZ",12,0,12,0,0,0,0,0,0,0,,US,PA,203292000,
Paraguay,2,203294000,"SWN MT, FRZ",0,0,0,0,0,0,0,0,4,0,,US,PA,203294000,
Pakistan,1,203294000,"SWN MT, FRZ",0,0,0,0,0,7,22,0,0,0,,US,PK,203294000,
Poland,1,203210000,"SWN CARC,FZ",0,0,0,0,0,0,0,4,0,0,,US,PL,203210000,
Poland,2,203229000,"HM/SH,X PRC,FRZ",0,0,0,0,3,0,0,0,0,0,,US,PL,203229000,
Poland,3,203294000,"SWN MT, FRZ",75,0,0,0,0,0,0,0,0,0,,US,PL,203294000,
