Partner,,HS Code,Product,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,Period/Period %  Change (Value),Reporter Code,Partner Code,Product Code,
Egypt,1,203194000,"SWN MT,FR/CH",0,0,64,0,0,0,0,0,0,0,,US,EG,203194000,
Equatorial Guinea,1,203110000,"SWN CRC,FR,CH",0,0,0,0,0,0,0,21,0,0,,US,EK,203110000,
Estonia,1,203192000,"SWN MT,PRC,FR,CH",0,0,0,0,3,0,0,0,0,0,,US,EN,203192000,
Czech Republic,1,203121000,"HM,SH,PRC,FR,CH",0,0,0,0,0,0,3,0,0,0,,US,EZ,203121000,
Micronesia,1,203192000,"SWN MT,PRC,FR,CH",0,0,0,0,0,24,106,34,0,0,,US,FM,203192000,
Micronesia,2,203194000,"SWN MT,FR/CH",8,0,0,0,0,0,0,0,0,0,,US,FM,203194000,
France(*),1,203121000,"HM,SH,PRC,FR,CH",0,0,0,0,0,0,7,0,0,0,,US,FR,203121000,
France(*),2,203129000,"HM/SH X PC,FR,CH",18,20,0,0,69,66,0,0,0,0,,US,FR,203129000,
France(*),3,203194000,"SWN MT,FR/CH",116,28,0,0,12,0,0,19,0,0,,US,FR,203194000,
Georgia,1,203121000,"HM,SH,PRC,FR,CH",0,0,0,0,0,0,0,48,0,0,,US,GG,203121000,
Germany,1,203121000,"HM,SH,PRC,FR,CH",0,0,69,0,0,0,0,36,0,0,,US,GM,203121000,
Germany,2,203129000,"HM/SH X PC,FR,CH",998,351,"1,253","1,465","1,223","1,475","1,078",128,0,0,,US,GM,203129000,
Germany,3,203192000,"SWN MT,PRC,FR,CH",0,0,0,0,0,5,340,249,0,0,,US,GM,203192000,
Germany,4,203194000,"SWN MT,FR/CH",0,0,0,20,0,0,0,0,0,0,,US,GM,203194000,
Guyana,1,203121000,"HM,SH,PRC,FR,CH",17,0,0,0,0,0,0,0,0,0,,US,GY,203121000,
Guyana,2,203129000,"HM/SH X PC,FR,CH",7,0,0,0,0,0,0,0,0,0,,US,GY,203129000,
Guyana,3,203192000,"SWN MT,PRC,FR,CH",0,5,14,0,6,3,0,0,3,0,,US,GY,203192000,
Guyana,4,203194000,"SWN MT,FR/CH",0,8,8,0,5,0,7,0,0,0,,US,GY,203194000,
Croatia,1,203192000,"SWN MT,PRC,FR,CH",0,0,0,0,0,85,0,0,0,0,,US,HR,203192000,
Iceland,1,203110000,"SWN CRC,FR,CH",0,3,3,0,0,0,0,0,0,0,,US,IC,203110000,
Iceland,2,203129000,"HM/SH X PC,FR,CH",0,0,3,0,0,0,0,0,0,0,,US,IC,203129000,
Iceland,3,203192000,"SWN MT,PRC,FR,CH",0,0,3,0,0,0,0,0,0,0,,US,IC,203192000,
Iceland,4,203194000,"SWN MT,FR/CH",0,16,0,0,0,0,0,0,0,0,,US,IC,203194000,
Indonesia,1,203194000,"SWN MT,FR/CH",0,0,139,0,0,0,0,0,0,0,,US,ID,203194000,
India,1,203192000,"SWN MT,PRC,FR,CH",0,0,0,0,0,32,0,0,0,0,,US,IN,203192000,
India,2,203194000,"SWN MT,FR/CH",0,0,0,0,0,0,3,0,0,0,,US,IN,203194000,
Italy(*),1,203110000,"SWN CRC,FR,CH",0,153,0,4,0,0,0,0,0,0,,US,IT,203110000,
Italy(*),2,203121000,"HM,SH,PRC,FR,CH",0,28,118,108,0,14,0,0,0,0,,US,IT,203121000,
Italy(*),3,203129000,"HM/SH X PC,FR,CH",119,232,374,182,241,287,0,0,0,0,,US,IT,203129000,
Italy(*),4,203192000,"SWN MT,PRC,FR,CH",0,0,0,3,16,0,14,0,0,0,,US,IT,203192000,
Italy(*),5,203194000,"SWN MT,FR/CH",0,0,0,0,0,0,401,0,0,0,,US,IT,203194000,
Iraq,1,203192000,"SWN MT,PRC,FR,CH",0,0,0,0,0,9,7,0,0,0,,US,IZ,203192000,
Jamaica,1,203121000,"HM,SH,PRC,FR,CH",0,0,7,0,0,0,0,0,0,0,,US,JM,203121000,
Jamaica,2,203129000,"HM/SH X PC,FR,CH",0,4,0,0,0,0,0,0,0,0,,US,JM,203129000,
Jamaica,3,203194000,"SWN MT,FR/CH",156,0,0,0,0,0,0,0,0,0,,US,JM,203194000,
Jordan,1,203192000,"SWN MT,PRC,FR,CH",0,86,0,0,0,0,0,0,0,0,,US,JO,203192000,
Jordan,2,203194000,"SWN MT,FR/CH",0,0,0,0,0,0,0,46,0,0,,US,JO,203194000,
Kenya,1,203192000,"SWN MT,PRC,FR,CH",0,0,0,0,0,0,0,3,0,0,,US,KE,203192000,
Kazakhstan,1,203192000,"SWN MT,PRC,FR,CH",0,0,0,0,0,0,0,3,0,0,,US,KZ,203192000,
Lebanon,1,203110000,"SWN CRC,FR,CH",0,0,0,48,15,0,0,0,0,0,,US,LE,203110000,
Liberia,1,203129000,"HM/SH X PC,FR,CH",74,0,0,0,0,0,0,0,0,0,,US,LI,203129000,
Macau,1,203192000,"SWN MT,PRC,FR,CH",0,0,0,0,0,0,28,0,0,0,,US,MC,203192000,
Macau,2,203194000,"SWN MT,FR/CH",72,0,0,0,0,0,0,0,0,0,,US,MC,203194000,
Moldova,1,203129000,"HM/SH X PC,FR,CH",0,0,0,0,0,0,39,0,0,0,,US,MD,203129000,
North Macedonia,1,203129000,"HM/SH X PC,FR,CH",0,0,0,0,0,74,0,0,0,0,,US,MK,203129000,
Mauritius,1,203192000,"SWN MT,PRC,FR,CH",0,0,0,0,0,0,3,0,0,0,,US,MP,203192000,
Oman,1,203192000,"SWN MT,PRC,FR,CH",0,0,0,18,0,0,12,0,0,0,,US,MU,203192000,
Suriname,1,203192000,"SWN MT,PRC,FR,CH",0,0,0,0,0,0,0,0,4,0,,US,NS,203192000,
Suriname,2,203194000,"SWN MT,FR/CH",0,0,0,0,0,0,3,0,0,0,,US,NS,203194000,
Pakistan,1,203192000,"SWN MT,PRC,FR,CH",0,0,0,0,0,0,0,21,0,0,,US,PK,203192000,
Portugal,1,203129000,"HM/SH X PC,FR,CH",0,4,0,0,0,0,0,0,0,0,,US,PO,203129000,
Marshall Islands,1,203121000,"HM,SH,PRC,FR,CH",0,3,0,0,0,0,0,0,0,0,,US,RM,203121000,
Marshall Islands,2,203129000,"HM/SH X PC,FR,CH",0,5,0,0,0,0,0,0,0,0,,US,RM,203129000,
Marshall Islands,3,203194000,"SWN MT,FR/CH",18,0,0,0,0,0,0,0,0,0,,US,RM,203194000,
Romania,1,203129000,"HM/SH X PC,FR,CH",0,0,0,0,0,15,0,0,0,0,,US,RO,203129000,
Saudi Arabia,1,203110000,"SWN CRC,FR,CH",0,0,0,0,0,0,260,0,0,0,,US,SA,203110000,
Saudi Arabia,2,203192000,"SWN MT,PRC,FR,CH",0,0,0,0,0,6,43,3,492,0,,US,SA,203192000,
Seychelles,1,203129000,"HM/SH X PC,FR,CH",0,0,0,0,0,0,0,0,4,0,,US,SE,203129000,
Slovenia,1,203192000,"SWN MT,PRC,FR,CH",0,0,0,0,0,0,3,0,0,0,,US,SI,203192000,
Spain,1,203110000,"SWN CRC,FR,CH",0,5,0,54,0,0,0,0,0,0,,US,SP,203110000,
Spain,2,203121000,"HM,SH,PRC,FR,CH",0,34,39,46,0,0,0,0,0,0,,US,SP,203121000,
Spain,3,203129000,"HM/SH X PC,FR,CH",0,0,0,3,0,0,0,3,0,0,,US,SP,203129000,
Spain,4,203192000,"SWN MT,PRC,FR,CH",0,0,45,0,0,0,0,0,0,0,,US,SP,203192000,
Spain,5,203194000,"SWN MT,FR/CH",0,6,0,0,0,0,0,0,0,0,,US,SP,203194000,
Sweden,1,203110000,"SWN CRC,FR,CH",0,0,0,3,0,0,0,0,0,0,,US,SW,203110000,
Switzerland(*),1,203121000,"HM,SH,PRC,FR,CH",9,0,0,0,0,0,0,0,0,0,,US,SZ,203121000,
Thailand,1,203110000,"SWN CRC,FR,CH",0,0,0,0,0,0,0,0,3,0,,US,TH,203110000,
Thailand,2,203129000,"HM/SH X PC,FR,CH",0,0,0,0,0,3,0,0,0,0,,US,TH,203129000,
Thailand,3,203192000,"SWN MT,PRC,FR,CH",0,0,0,0,0,12,0,0,14,0,,US,TH,203192000,
Thailand,4,203194000,"SWN MT,FR/CH",0,0,0,0,0,0,0,31,0,0,,US,TH,203194000,
Turkey,1,203194000,"SWN MT,FR/CH",0,5,0,0,0,0,0,0,0,0,,US,TU,203194000,
"Uzbekistan, Republic of",1,203194000,"SWN MT,FR/CH",0,0,26,0,0,0,0,0,0,0,,US,UZ,203194000,
Vietnam,1,203110000,"SWN CRC,FR,CH",0,0,0,0,5,100,0,0,0,0,,US,VM,203110000,
Vietnam,2,203121000,"HM,SH,PRC,FR,CH",50,0,0,0,0,0,0,33,0,0,,US,VM,203121000,
Vietnam,3,203129000,"HM/SH X PC,FR,CH",0,0,36,0,0,42,0,0,0,0,,US,VM,203129000,
Vietnam,4,203192000,"SWN MT,PRC,FR,CH",105,422,"8,386","16,611","1,987",120,7,0,0,0,,US,VM,203192000,
Vietnam,5,203194000,"SWN MT,FR/CH",20,9,115,0,145,158,0,37,0,0,,US,VM,203194000,
"Africa, not elsewhere specified(*)",1,203192000,"SWN MT,PRC,FR,CH",27,0,0,0,0,0,0,0,0,0,,US,X4,203192000,
French West Indies(*),1,203194000,"SWN MT,FR/CH",0,0,0,0,0,0,0,0,3,0,,US,Y2,203194000,
British Pacific Islands(*),1,203192000,"SWN MT,PRC,FR,CH",0,0,0,0,0,3,0,0,0,0,,US,Z6,203192000,
"Other Pacific Islands, NEC(*)",1,203192000,"SWN MT,PRC,FR,CH",0,0,3,0,0,0,0,0,0,0,,US,Z7,203192000,
Zambia,1,203194000,"SWN MT,FR/CH",0,0,0,0,0,0,0,12,0,0,,US,ZA,203194000,
Grand Total,,,,"2,055,783","2,247,737","2,427,704","2,276,748","2,237,067","2,303,005","2,807,711","2,887,552","3,083,990","3,178,749",3,,,,
